"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"YHR073W",7.46561821626138,7.40201668012547,144.556602387456,7.95732015788321e-17,2.04573114379255e-15,28.3127161734133
"YGR240C",10.3349543518892,10.7411549200699,171.86674798597,1.60750582660439e-17,2.04573114379255e-15,28.3106988068711
"YCR081W",6.16205952516621,6.18196536567911,140.530370490731,1.03310321890042e-16,2.15735737460188e-15,28.3064536130606
"YCR011C",7.67348670190179,7.77107283261102,145.648919826166,7.42252395836334e-17,2.04573114379255e-15,28.3020657431608
"YBR039W",6.54744058948577,6.95616362016038,140.516667786255,1.03403465155142e-16,2.15735737460188e-15,28.2995452566088
"YBR023C",7.97694921261954,8.05847985032679,147.72130171401,6.51393597084855e-17,2.04573114379255e-15,28.297541931446
"YER008C",7.41226546933143,7.3642124928124,143.465648438564,8.53439831890636e-17,2.08505820638857e-15,28.2796575384959
"YDR164C",6.09250648631008,6.20700270358126,140.056187228657,1.06588316528579e-16,2.17945522752939e-15,28.2795806955108
"YNL049C",7.35188361929665,7.25518603388353,143.094847679325,8.74098068135902e-17,2.09588098964534e-15,28.2791359012001
"YJL001W",6.79469512859907,7.26669044047996,140.656032994772,1.02460461454697e-16,2.15735737460188e-15,28.2787657054236
"YFL038C",7.60024341761036,7.81253583763172,144.556170336607,7.95753996176745e-17,2.04573114379255e-15,28.2764946220635
"YDR180W",6.73741351174915,6.68601693565993,140.421630670006,1.04052040582658e-16,2.16132148832032e-15,28.2748874020373
"YGL238W",8.18027719338337,8.36288873554335,148.691609608181,6.13147430877654e-17,2.04573114379255e-15,28.2732181748204
"YDR483W",8.20019856882256,8.36016850378886,148.849964801116,6.07145100841659e-17,2.04573114379255e-15,28.2730310445864
"YAL029C",7.89792035720524,7.93253166424925,146.339774356426,7.10490292825395e-17,2.04573114379255e-15,28.2660280185459
"YOR370C",7.69065643436044,7.72961618861549,144.882570537399,7.79338664171374e-17,2.04573114379255e-15,28.2654584088815
"YKL212W",7.90574838663818,8.10945915125077,146.340854502133,7.10441827527262e-17,2.04573114379255e-15,28.2637823842884
"YDR303C",6.51476940385969,6.73600601573014,139.644113060277,1.09530718021449e-16,2.20377006020239e-15,28.2606109952199
"YOR165W",6.89475910715373,7.01428820476371,140.526530532237,1.0333641438469e-16,2.15735737460188e-15,28.2583606116812
